,Output,Corrections on Output,,,
no longer in existence,is dependent ( on upon ~ ),,,
take advantage of,is reliant ( on upon ~ ),,,
is exploitative/exploitive of,is subject to,,,
false and misleading,is characteristic of,,,
arrive at (an/the) accord (about/as to/concerning/of/on/,is descriptive of,,,
regarding),is illustrative of,,,
arrive at (an/the) agreement (about/as to/concerning/of/,express sorrow ( about ~ ),,,
on/regarding),voice sorrow ( about ~ ),,,
arrive at (a/the) compromise (about/as to/concerning/of/,depreciate in value,,,
on/regarding),out of favor,,,
arrive at (a/the) conclusion (about/as to/concerning/of/ on/regarding),raise objections ( about on to ~ ),,,
arrive at (a/the) decision (about/as to/concerning/of/on/,raise opposition ( about on to ~ ),,,
regarding),in a bad mood,,,
arrive at (a/the) determination (about/as to/concerning/ of/on/regarding),descend down,,,
arrive at (an/the) opinion (about/as to/concerning/of/on/,is a description of,,,
regarding),is characteristic of,,,
arrive at (a/the) resolution (about/as to/concerning/of/on/,is descriptive of,,,
regarding),is illustrative of,,,
arrive at (a/the) settlement (about/as to/concerning/of/ on/regarding),is in violation of,,,
arrive at (an/the) understanding (about/as to/concerning/ of/on/regarding),is deserving of,,,
come to a/the compromise (about/as to/concerning/of/ on/regarding),come up with,,,
come to a/the conclusion (about/as to/concerning/of/on/,designate as,,,
regarding),is characteristic of,,,
come to a/the decision (about/as to/concerning/of/on/,is descriptive of,,,
regarding),is illustrative of,,,
come to a/the determination (about/as to/concerning/of/,is desirous of -ing,,,
on/regarding),cease and desist,,,
come to an accord (about/as to/concerning/of/on/ regarding),is contemptuous of,,,
come to an agreement (about/as to/concerning/of/on/,is scornful of,,,
regarding),contrary to,,,
come to an/the opinion (about/as to/concerning/of/on/,in defiance of,,,
regarding),in despite of,,,
come to an/the understanding,in ( the ~ ) face of,,,
come to a/the resolution (about/as to/concerning/of/on/,in spite of,,,
regarding),notwithstanding,,,
come to a/the settlement (about/as to/concerning/of/on/,... to the contrary,,,
regarding),irregardless of,,,
come to terms (about/as to/concerning/of/on/regarding) form (a/the) judgment (about/as to/concerning/of/on/,irrespective of ( what ~ ),,,
regarding),no matter ( what ~ ),,,
form (an/the) opinion (about/as to/concerning/of/on/,regardless of ( what ~ ),,,
regarding),by ( whatever whichever ~ ) ( manner means ~ ),,,
form (a/the) resolution (about/as to/concerning/of/on/,in ( whatever whichever ~ ) ( fashion manner way ~ ),,,
regarding),irrespective of how,,,
make (a/the) decision/determination (about/as to/,no matter how,,,
concerning/of/on/rega rd ing),regardless of how,,,
make (a/the) determined decision (about/as to/,through ( whatever whichever ~ ) ( manner means ~ ),,,
concerning/of/on/regarding),irrespective of when,,,
make up (my) mind,no matter when,,,
reach (a/the) compromise (about/of/on/upon/with),regardless of when,,,
reach (a/the) conclusion (about/of/on/upon/with),irrespective of where,,,
reach (a/the) decision (about/of/on/upon/with),no matter where,,,
reach (a/the) determination (about/of/on/upon/with),regardless of where,,,
reach (a/the) resolution (about/of/on/upon/with),irrespective of ( the fact ~ ) whether SKIP3 ( or ~ )no matter whether SKIP3 ( or ~ ),,,
reach (a/the) settlement (about/of/on/upon/with),regardless of whether SKIP3 ( or ~ ),,,
reach (an/the) accord (about/of/on/upon/with),irrespective of which,,,
reach (an/the) agreement (about/of/on/upon/with),no matter which,,,
reach (an/the) opinion (about/of/on/upon/with),regardless of which,,,
reach (an/the) understanding (about/of/on/upon/with),irrespective of who,,,
decide on whatwhen/where/whether/which/why,no matter who,,,
once (and) for all,regardless of who,,,
according tu,irrespective of whom,,,
bear witness to,no matter whom,,,
is (a) testament to,regardless of whom,,,
is (a) testimony tu,do away with,,,
is witness to,level to the ground,,,
(something) to that/the/this effect (that),put to sleep,,,
respond in the negative,raze to the ground,,,
on the decline,is destructive of ( to ),,,
on the decrease,is ruinous to,,,
decrease down,separate out,,,
minimize,( analyze in depth in detail ),,,
on the decline,( describe explain ) in SKIP3 detail,,,
on the decrease,( detailed in-depth ) analysis,,,
(a/the) declining/decreasing/diminishing/dwindling,minutely detail,,,
amount/degree/extent/pa rt/ percentage/portion/proportion (of),( the ~ ) ins and ( the ~ ) outs,,,
(alt he) decl in i ng/decreasing/d i mi nish i ng/dwindli ng,sticktoitiveness,,,
number/quantity (of),arrive at ( a the ~ ) conclusion ( about as to concerning of on regarding ~ ),,,
dee reasi ng in,arrive at ( a the ~ ) decision ( about as to concerning of on regarding ~ ),,,
completely entirely/exclusively/fully/solely/thoroughly/,arrive at ( a the ~ ) determination ( about as to concerning of on regarding ~ ),,,
totally/utterly/wholly dedicated to,arrive at ( an the ~ ) opinion ( about as to concerning of on regarding ~ ),,,
arrive at (a/the) conclusion (about/as to/concerning/of/,come to a the conclusion ( about as to concerning of on regarding ~ ),,,
on/regarding),come to a the decision ( about as to concerning of on regarding ~ ),,,
arrive at (a/the) decision (about/as to/concerning/of/on/,come to a the determination ( about as to concerning of on regarding ~ ),,,
regarding),come to an the opinion ( about as to concerning of on regarding ~ ),,,
arrive at (a/the) determination (about/as to/concerning/ of/on/regarding),come to a the resolution ( about as to concerning of on regarding ~ ),,,
arrive at (an/the) opinion (about/as to/concerning/of/on/,form ( a the ~ ) judgment ( about as to concerning of on regarding ~ ),,,
regarding),form ( an the ~ ) opinion ( about as to concerning of on regarding ~ ),,,
come to a/the conclusion (about/as to/concerning/of/on/,form ( a the ~ ) resolution ( about as to concerning of on regarding ~ ),,,
regarding),make ( a the ~ ) decision determination ( about as to concerning of on regarding ~ ),,,
come to a/the decision (about/as to/concerning/of/on/,make ( a the ~ ) determined decision ( about as to concerning of on regarding ~ ),,,
regarding),reach ( a the ~ ) conclusion ( about of on upon with ~ ),,,
come to at/the determination (about/as to/concerning/of/,reach ( a the ~ ) decision ( about of on upon with ~ ),,,
on/regarding),reach ( a the ~ ) determination ( about of on upon with ~ ),,,
come to an/the opinion (about/as to/concerning/of/on/,reach ( an the ~ ) opinion ( about of on upon with ~ ),,,
regarding),reach ( a the ~ ) resolution ( about of on upon with ~ ),,,
draw (a/the) conclusion (of),bound and determined,,,
draw (a/the) inference (of),is a deterrent to,,,
form (a/the) judgment (about/as to/concerning/of/on/,is a hindrance to,,,
regarding),is an impediment to,,,
form (an/the) opinion (about/as to/concerning/of/on/,is an obstacle to,,,
regarding),come into play,,,
put two and two together,materialize,,,
reach (a/the) conclusion (about/of/on/upon/with),in the making,,,
reach (a/the) decision (about/of/on/upon/with),future developments,,,
reach (a/the) determination (about/of/on/upon/with),is a variant of,,,
reach (an/the) opinion (about/of/on/upon/with),is different from ( than ),,,
deductive reasoning,is distinguished from,,,
deem as,( bring into being existence ),,,
in depth,( call into being existence ),,,
is protective against (of),come up with,,,
defer back,formulate,,,
is in contempt of,put together,,,
is in defiance of,( complete Iy entirely exclusive Iy f u Ily solely thorough ly totally utterly wholly ) devoted to,,,
no longer in existence,communication,,,
fly in the face of,diametrical,,,
breadth and depth,( pass away on over ),,,
in a bad mood,succumb to ( the ~ ) illness injuries,,,
derive enjoyment from,( made paid ) the ultimate sacrifice,,,
derive pleasure from,take issue ( with ~ ),,,
derive satisfaction from,stand in ( marked sharp ~ ) contrast to,,,
take enjoyment in,take a stand against ( in opposition to ),,,
take pleasure in,( raise objections about on to ),,,
take satisfaction in,( raise opposition about on to ),,,
delimitate,take exception to,,,
necessitate,( an ~ ) array of,,,
is insistent on,( a the ~ ) broad extensive great vast wide array of,,,
level to the ground,( a the ~ ) broad extensive great vast wide range of,,,
raze to the ground,( a the ~ ) broad extensive great vast wide spectrum of,,,
attest to the fact (that),( a the ~ ) broad extensive great vast wide variety of,,,
is a demonstration of,( five many several ) different,,,
is illustrative of,different and distinct,,,
raise objections about/on/to,distinct difference ( distinctly different ),,,
raise opposition about/on/to,( a the ~ ) diversity of different,,,
take exception to,( something ) out of the ordinary,,,
take issue (with),( a ) range of,,,
denotate,( a the ~ ) spectrum of,,,
no longer in existence,( a ) variety of,,,
is a variant of,( a the ~ ) variety of different,,,
is different from/than,various different,,,
is distinguished from,( many ) widely varying,,,
new departure,has a difference of opinion with,,,
dependency,is a variant of,,,
is a function of,is at loggerheads ( with ~ ),,,
is conditional/conditioned on/upon,is at odds over ( with ),,,
is contingent on/upon,is at variance with,,,
is dependent on/upon,is different from ( than ),,,
is reliant on/upon,is distinguished from,,,
is subject to,is in conflict withis in ( marked sharp ) contrast to,,,
is characteristic of,is in disagreement ( about on with ~ ),,,
is descriptive of,( a the ~ ) difficult task,,,
is illustrative of,difficulty in of -ing,,,
express sorrow (about),diminish down head up,,,
voice sorrow (about),course of action,,,
depreciate in value,( plan of action attack battle ),,,
out of favor,( after for in over within ~ ) a ( brief limited little short ~ ),,,
raise objections about/on/to,( amount of time length of time moment of time period period of time span of time time while ),,,
raise opposition about/on/to,at in the blink of an eye,,,
in a bad mood,at any ( minute moment second ),,,
descend down,expeditiously,,,
is a description of,from ( minute moment second ~ ) to ( minute moment second ~ ),,,
is characteristic of,in over the near term,,,
